"p_id","wave_id","begin_datetime","end_datetime","age","gend","gend_specify","hispanic","race","race_specify","current_zip","current_lngth","adults","children","ok_lngth","home_lot","concern_water_availability","concern_water_quality","concern_water_cost","concern_land_wildlife","concern_land_soil","concern_infra_electricity","concern_infra_transportation","rank_water_availability","rank_water_quality","rank_water_cost","rank_land_wildlife","rank_land_soil","rank_infra_electricity","rank_infra_transportation","risk_tornado","risk_hail","risk_wind","risk_lightning","risk_flood","risk_snow_ice","experience_tornado","experience_hail","experience_wind","experience_lightning","experience_flood","experience_snow_ice","future_tornado","future_hail","future_wind","future_lightning","future_flood","future_snow_ice","risk_flash_drought","risk_pluvial","risk_heat_wave","risk_cold_spell","experience_flash_drought","experience_pluvial","experience_heat_wave","experience_cold_spell","future_flash_drought","future_pluvial","future_heat_wave","future_cold_spell","risk_long_drought","experience_long_drought","future_long_drought","risk_wildfire","risk_earthquake","experience_wildfire","experience_earthquake","future_wildfire","future_earthquake","s2s_aware","s2s_access","wthr_info_paper","wthr_info_web","wthr_info_govweb","wthr_info_loctv","wthr_info_cabtv","wthr_info_radio","wthr_info_fam","wthr_info_soc","wthr_info_phone","s2s_use","s2s_trust","s2s_reliable","s2s_detail","s2s_access_no_fnd","s2s_access_no_inacc","s2s_access_no_rel","s2s_access_no_int","s2s_access_no_oth","s2s_access_oth_spec","cpc_image_rand","cpc_see","cpc_int_sub","cpc_int_obj","cpc_use","cpc_int_no_why","cpc_use_no_fnd","cpc_access_no_inacc","cpc_access_no_rel","cpc_access_no_int","cpc_access_no_oth","cpc_access_oth_spec","s2s_vote_gov","s2s_bid","s2s_wtp","s2s_wtp_con_yes","s2s_wtp_con_no","s2s_comm_agnst","s2s_comm_unsur","s2s_passed","glbcc","glbcc_cert","glbcc_risk","glbwrm_ok","rate_family","rate_social","rate_health","rate_ment","rate_finances","rate_home_val","rate_savings","rate_environment","rate_roads","sf_pcl_reliving","sf_pcl_avoid_reminders","sf_pcl_distant","sf_pcl_irritable","fut_hlth_srvy","trust_policy","trust_agencies","trust_private","party","party_spec","iden","lean","ideol","vote_loc","talk_politics_friends","talk_politics_strangers","att_politics","role_policy","role_science","role_public","role_business","role_nonprofit","education","inc","income_people","inc50","inc100","inc150","inc200","smartphone","citizen_science","is_fieldphotoinvite","norman_area","cinr_participate","cinr_preference","study_area","region","ocwp_region"
"62e0295b-1a3d-763c-97f1-957088cd683d","S3OK Wave 5 (Spring 2024)",1712358788,1713413042,68,0,NA,0,2,NA,74106,22,2,0,24,1,2,5,5,2,3,4,3,4,2,1,7,6,3,5,3,3,4,3,4,5,0,0,1,1,1,0,4,4,4,4,4,4,3,3,3,3,1,0,1,1,4,4,4,4,4,0,4,4,3,0,1,4,4,1,3,0,1,0,0,0,0,0,0,0,"I use it for Travel.",3,2,4,0,0,0,0,0,NA,"word",1,4,2,4,NA,0,0,0,0,0,NA,5,43,1,8,NA,NA,NA,5,1,9,10,1,3,3,3,4,3,4,3,3,2,3,4,2,3,1,2,2,2,1,NA,2,NA,4,1,4,2,5,25,"25",15,25,10,7,2,2,NA,7,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Tulsa","Middle Arkansas"
"R3OKPH61119","S3OK Wave 5 (Spring 2024)",1712358914,1712959425,73,0,NA,0,2,NA,73117,39,2,0,53,1,5,5,5,5,5,5,5,1,3,2,5,4,7,6,5,5,4,3,4,3,0,1,1,0,0,0,5,5,4,4,4,4,3,3,3,2,0,1,0,1,3,4,5,2,5,0,5,5,5,1,1,5,5,1,3,0,0,0,1,1,0,0,0,0,"Planting. Out side activities with the church group ",4,5,4,0,0,0,0,0,NA,"word",1,4,1,4,NA,0,0,0,0,0,NA,5,43,1,8,NA,NA,NA,4,1,10,10,1,3,4,3,4,4,3,2,3,1,1,2,1,1,1,2,3,2,1,NA,2,NA,4,1,5,5,5,35,"10",9,40,6,7,2,1,NA,6,NA,NA,1,0,0,1,0,NA,"Outside Little River Watershed","Oklahoma City","Central"
"R3WAPH13404","S3OK Wave 5 (Spring 2024)",1712359266,1712360665,68,1,NA,0,1,NA,73048,10,1,0,63,3,2,5,1,5,4,4,3,5,1,7,4,6,2,3,3,4,5,1,2,3,0,1,1,0,0,1,2,4,5,3,3,4,4,4,3,2,1,0,1,1,4,4,4,3,5,1,4,5,2,0,0,5,4,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",0,2,3,3,"The probability of below or above",0,0,0,0,0,NA,3,47,NA,NA,NA,NA,"If it cost the government, I'm just not sure of that kind of forecast would be useful to me",2,1,8,8,1,2,4,2,3,4,3,5,3,2,2,3,2,2,1,2,3,2,3,NA,NA,1,5,1,4,1,2,5,"85",5,0,5,8,4,1,NA,NA,NA,16,1,1,1,1,0,NA,"Outside Little River Watershed","Oklahoma City","Central"
"R2PH4949","S3OK Wave 5 (Spring 2024)",1712359752,1712360681,47,0,NA,0,1,NA,73533,24,3,0,47,1,2,4,4,2,3,2,2,1,2,3,7,6,4,5,3,3,3,3,2,2,1,1,1,1,0,0,3,3,3,3,1,1,3,2,3,2,1,0,1,0,4,2,3,2,5,1,4,2,2,1,0,4,3,1,4,0,0,0,0,1,0,0,1,0,"Planning for working outdoors as well a planting ",3,4,4,0,0,0,0,0,NA,"percent",1,3,3,4,NA,0,0,0,0,0,NA,4,23,1,8,NA,NA,NA,4,1,8,7,1,3,3,2,4,3,3,2,4,4,1,1,1,1,1,3,3,2,1,NA,1,NA,6,1,3,1,3,40,"10",40,5,5,7,2,3,NA,6,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","South West","Beaver-Cache"
"R_1gTPhtAgX0HiYlM","S3OK Wave 5 (Spring 2024)",1712360315,1712361850,73,1,NA,0,1,NA,73170,12,2,0,66,2,2,2,2,2,2,2,2,3,4,5,7,6,2,1,4,4,4,3,3,3,0,0,1,0,0,0,3,3,3,3,3,3,3,2,4,3,0,0,0,1,3,3,3,3,3,0,3,3,2,0,0,3,3,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,NA,"percent",1,4,5,2,NA,0,1,0,0,0,NA,4,52,0,NA,10,"Too many taxes already ",NA,2,0,9,1,0,5,4,5,5,5,3,5,3,3,1,1,1,1,0,2,3,2,2,NA,2,NA,7,1,4,2,4,15,"50",0,30,5,6,3,1,NA,NA,12,NA,1,0,0,1,0,NA,"Inside Little River Watershed","Oklahoma City","Central"
"R3PAPH60318","S3OK Wave 5 (Spring 2024)",1712360334,1712362083,71,0,NA,0,3,NA,74824,24,2,NA,60,3,5,5,5,5,5,1,5,4,2,6,1,3,7,5,4,3,5,4,2,3,1,1,1,1,0,1,4,3,4,3,3,3,4,2,4,3,0,0,1,1,3,3,4,4,4,0,4,5,5,1,1,5,4,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",0,3,3,3,NA,0,0,0,0,0,NA,5,60,1,7,NA,NA,NA,4,1,8,8,1,3,3,3,3,2,2,2,3,2,1,2,1,1,1,2,3,2,1,NA,1,NA,5,0,3,1,3,20,"50",10,10,10,7,2,2,NA,6,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Upper Arkansas"
"R_3lFDOTTO1krNaRv","S3OK Wave 5 (Spring 2024)",1712360340,1712362122,36,0,NA,0,1,NA,73130,3,2,3,36,2,2,3,2,2,2,2,4,6,1,4,5,2,3,7,3,4,5,5,4,2,0,1,1,0,1,1,3,3,3,3,3,3,3,3,4,2,0,0,0,0,4,3,3,2,3,1,4,5,2,0,0,3,4,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",1,3,4,3,NA,0,0,0,0,0,NA,4,72,2,NA,NA,NA,"I would have to look more in to if it would help or have a meaning in my life. ",3,0,5,4,1,3,2,2,3,3,3,1,3,2,1,2,2,2,1,2,3,1,3,NA,NA,1,5,0,2,2,2,5,"20",50,10,15,4,2,2,NA,9,NA,NA,1,1,1,1,0,1,"Outside Little River Watershed","Oklahoma City","Central"
"62dad31e-bb35-a136-0156-c90329f11d97","S3OK Wave 5 (Spring 2024)",1712361251,1712899005,19,0,NA,1,6,NA,74104,15,4,3,19,1,1,2,2,3,2,1,1,5,2,6,4,3,7,1,4,3,3,2,2,2,1,0,1,0,0,0,4,3,4,3,3,3,2,2,4,3,0,0,0,0,3,3,4,3,2,0,3,2,2,0,0,4,4,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",0,4,4,4,NA,0,0,0,0,0,NA,5,6,2,NA,NA,NA,"What if the predictions are not very accurate? I would feel that my money is not being well spent.",5,1,8,10,1,3,4,4,3,3,3,3,3,1,3,2,5,1,1,3,3,3,3,NA,NA,3,3,0,3,1,3,15,"30",25,10,20,2,2,2,NA,6,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","Tulsa","Middle Arkansas"
"62d36361-a2f8-c5ff-40e4-366412257c77","S3OK Wave 5 (Spring 2024)",1712361323,1712362327,43,0,NA,0,1,NA,74066,4,1,1,43,1,3,4,4,3,3,4,4,4,1,3,7,2,5,6,4,4,4,3,3,2,0,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,0,1,1,1,4,4,4,4,3,0,4,3,3,0,1,4,4,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",1,3,3,2,NA,0,0,0,0,0,NA,4,66,1,8,NA,NA,NA,4,1,7,7,1,3,2,3,2,2,3,1,2,1,3,3,2,2,1,3,3,2,2,NA,2,NA,5,0,3,2,3,5,"20",10,60,5,4,1,2,2,NA,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Tulsa","Middle Arkansas"
"R_1i5x513Gt6wEJEz","S3OK Wave 5 (Spring 2024)",1712361492,1712364367,66,0,NA,0,1,NA,73801,42,3,0,62,3,5,5,5,4,4,5,4,1,2,4,7,6,3,5,5,5,4,3,5,2,0,0,1,1,0,1,4,4,4,4,3,4,4,2,4,3,0,0,0,1,4,3,NA,4,4,1,4,5,2,1,0,5,4,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",0,3,3,4,NA,0,0,0,0,0,NA,4,75,0,NA,3,"Money is precious now more than ever and I believe adults with children would have a difficult task using that money for weather predictions instead of food. I would love the information but not at the expense of a family’s food budget. ",NA,4,1,10,10,1,3,3,3,3,4,3,4,3,3,3,5,3,2,1,2,2,2,4,"I’m registered as republican but find it harder to vote republican in most situations. ",NA,3,3,1,3,1,4,5,"70",20,5,0,4,2,2,NA,9,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","North Central","Panhandle"
"Ph-W216415","S3OK Wave 5 (Spring 2024)",1712362286,1712364130,73,0,NA,0,1,NA,74501,28,20,0,73,2,4,5,5,4,2,4,5,4,2,3,6,7,5,1,5,5,5,3,3,4,0,1,1,1,0,0,4,4,4,3,4,4,3,4,4,3,0,1,1,1,4,4,4,4,4,0,4,4,3,0,0,4,4,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",0,5,3,3,NA,0,0,0,0,0,NA,4,61,0,NA,10,"I am on a fixed income and inflation is putting a strain on my living income as it is. We are paying too much taxes now.",NA,4,0,5,5,0,4,4,4,5,4,4,2,4,1,1,1,1,1,0,2,2,2,2,NA,2,NA,6,1,3,1,3,10,"10",10,60,10,4,3,2,NA,NA,12,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Eufaula"
"62d99e1a-5fd1-242b-e28a-17e96d0153a6","S3OK Wave 5 (Spring 2024)",1712364938,1712439976,46,0,NA,0,1,NA,73010,16,4,NA,22,2,4,4,4,3,3,2,3,5,1,4,6,3,7,2,5,5,4,3,3,4,1,0,1,1,1,0,5,5,5,5,5,5,3,4,4,3,0,0,0,1,4,4,4,4,3,0,4,4,4,0,1,4,4,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",1,3,4,2,NA,0,0,1,0,0,NA,3,86,NA,NA,NA,NA,"I wouldn’t use it. ",2,1,10,10,1,4,3,3,3,4,4,4,3,2,2,3,2,2,1,2,4,3,1,NA,2,NA,4,0,4,1,5,10,"50",10,10,20,4,3,2,NA,NA,12,NA,1,1,1,1,2,1,"Outside Little River Watershed","Oklahoma City","Central"
"R_Qc8IuXanAlem557","S3OK Wave 5 (Spring 2024)",1712365571,1712367950,50,0,NA,0,1,NA,73116,8,2,0,34,1,5,5,4,5,4,5,5,6,2,4,7,5,3,1,3,3,4,3,2,4,0,0,1,0,0,1,3,3,4,3,3,3,5,3,5,4,1,0,1,1,3,3,3,3,3,1,3,2,3,0,1,3,3,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",1,5,3,5,NA,0,0,0,0,0,NA,4,61,0,NA,10,"Weather isn't always accurate as it is. ",NA,1,1,10,10,1,4,3,4,3,3,NA,3,3,1,1,1,1,1,1,1,3,3,1,NA,1,NA,4,1,5,2,5,35,"20",40,4,1,4,3,NA,NA,NA,NA,NA,1,1,1,1,1,0,"Outside Little River Watershed","Oklahoma City","Central"
"62dc8c02-230c-2cf6-8d3c-7ca7954f87a9","S3OK Wave 5 (Spring 2024)",1712366015,1712955310,44,0,NA,0,1,NA,73129,0,2,0,20,1,1,4,4,1,4,2,2,6,1,2,7,3,4,5,5,3,4,4,3,3,0,1,1,1,0,1,4,4,3,4,3,4,3,2,5,4,0,0,0,1,4,4,4,4,3,0,4,4,3,1,1,3,4,1,4,0,0,1,1,0,0,0,0,1,"Travel for work",3,4,2,0,0,0,0,0,NA,"word",1,4,1,3,NA,0,0,0,0,0,NA,4,85,1,7,NA,NA,NA,4,1,7,6,2,3,3,4,3,2,NA,2,2,4,1,2,2,1,1,3,4,3,2,NA,1,NA,3,1,3,2,4,20,"40",5,15,20,4,1,2,3,NA,NA,NA,1,1,1,1,2,1,"Outside Little River Watershed","Oklahoma City","Central"
"R2PH5285","S3OK Wave 5 (Spring 2024)",1712366090,1712368443,76,1,NA,0,1,NA,73162,12,2,0,63,2,4,4,5,4,4,4,4,1,2,3,5,6,7,4,3,4,3,2,3,2,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,3,2,4,2,0,0,0,0,NA,NA,NA,NA,4,NA,3,4,2,0,1,4,2,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,0,0,0,NA,"percent",1,4,4,3,NA,0,0,0,0,0,NA,4,73,1,7,NA,NA,NA,4,1,6,6,1,4,4,4,4,4,3,4,3,3,2,2,2,1,1,3,4,3,2,NA,2,NA,6,1,4,3,5,20,"25",15,20,20,6,4,2,NA,NA,NA,19,1,1,1,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Central"
"R_3hhjt6W4gJns8YQ","S3OK Wave 5 (Spring 2024)",1712367137,1712367949,33,1,NA,0,1,NA,73130,12,2,1,12,2,2,5,3,3,3,2,2,4,1,5,3,2,7,6,4,3,4,4,3,2,0,0,1,1,0,0,4,4,4,4,4,3,3,5,4,2,0,0,0,0,3,4,5,2,3,0,4,3,3,0,0,4,3,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",1,4,4,4,NA,0,0,0,0,0,NA,3,82,NA,NA,NA,NA,"Other factors such as taxes, state budgets, etc.",4,1,5,7,2,3,3,3,3,3,3,2,3,2,1,2,1,2,1,2,3,1,3,NA,NA,3,4,0,3,2,3,10,"25",20,10,35,6,2,2,NA,6,NA,NA,1,0,0,1,0,NA,"Outside Little River Watershed","Oklahoma City","Central"
"R_30dT8pRCkZp750N","S3OK Wave 5 (Spring 2024)",1712372888,1712373591,37,0,NA,0,1,NA,73505,2,2,2,37,1,4,5,5,2,5,5,5,3,7,6,4,2,5,1,5,5,5,5,5,4,0,1,1,1,0,1,5,5,5,5,5,5,NA,2,4,2,0,0,0,1,5,1,5,4,3,0,4,4,2,0,0,5,4,1,3,0,0,0,1,0,0,0,0,1,NA,2,3,4,0,0,0,0,0,NA,"word",0,2,4,1,NA,0,1,0,1,0,NA,3,55,NA,NA,NA,NA,NA,2,0,5,6,2,3,3,3,3,2,1,1,2,3,1,3,1,2,1,3,3,4,2,NA,2,NA,4,1,2,2,2,5,"20",40,30,5,5,3,NA,NA,NA,13,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","South West","Beaver-Cache"
"R_2fpRRxz28KMkVc5","S3OK Wave 5 (Spring 2024)",1712373687,1712374295,41,0,NA,0,1,NA,74136,1,3,1,41,1,1,5,5,5,5,4,2,7,1,3,2,4,6,5,5,5,5,5,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,0,0,1,1,5,5,5,5,4,0,5,5,2,1,1,5,5,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",1,5,4,1,NA,0,0,1,0,0,NA,5,15,2,NA,NA,NA,"Felon",4,1,6,10,2,2,1,3,2,1,3,1,4,3,4,4,5,3,1,2,2,2,3,NA,NA,3,3,0,2,1,3,0,"30",50,10,10,2,1,NA,4,NA,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","Tulsa","Middle Arkansas"
"62d179da-ccdd-e4c9-945a-2fcc1f03e161","S3OK Wave 5 (Spring 2024)",1712374145,1712898883,48,1,NA,0,1,NA,74401,20,1,0,48,2,2,4,2,2,4,5,4,1,3,5,6,7,2,4,5,4,3,3,3,3,NA,1,1,1,NA,1,4,2,3,4,3,3,3,3,4,5,0,1,0,1,2,3,4,3,3,0,2,3,2,0,0,3,4,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,"would also speculate","word",1,5,3,4,NA,0,0,0,0,0,NA,4,24,0,NA,10,"the calculation for division is too small",NA,4,0,6,5,1,4,4,5,5,3,3,2,4,3,1,1,1,1,1,3,4,3,4,"neither,leaning towards republican",NA,2,3,0,3,3,4,35,"30",20,10,5,8,1,1,5,NA,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Tulsa","Middle Arkansas"
"R_2fJsN8LTgHW0Mzs","S3OK Wave 5 (Spring 2024)",1712375160,1712376344,64,1,NA,0,1,NA,73132,9,2,0,50,2,4,3,4,4,3,2,4,1,3,2,5,4,7,6,4,5,4,4,3,3,0,1,1,0,1,0,4,4,4,4,5,3,4,3,5,4,0,0,0,1,5,4,5,3,4,0,4,3,4,0,1,4,4,2,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",1,3,3,4,NA,0,0,0,0,0,NA,5,57,2,NA,NA,NA,"$57 a year in new taxes seems too much for each taxpayer to bear for such information. I am not sure I would get $57 worth of benefit from it.",4,1,9,10,1,4,4,3,4,3,4,4,3,3,2,3,2,4,1,3,4,2,1,NA,2,NA,2,1,4,3,5,10,"15",31,9,35,8,2,2,NA,7,NA,NA,1,1,1,1,1,1,"Outside Little River Watershed","Oklahoma City","Central"
"R3CAPH53053","S3OK Wave 5 (Spring 2024)",1712375576,1712376741,41,1,NA,0,1,NA,73663,1.5,2,2,41,3,2,3,2,1,3,2,1,6,2,5,4,3,1,7,4,4,5,4,3,3,0,0,1,0,0,1,3,3,3,3,3,3,3,2,4,4,0,0,0,1,3,3,3,3,2,0,3,3,2,0,0,3,3,2,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",1,5,4,2,NA,0,0,0,0,1,"I don’t typically plan that far ahead for what I’m doing in regards to the weather ",4,35,1,7,NA,NA,NA,3,1,7,8,2,4,2,3,3,4,4,4,3,3,1,2,2,2,1,2,3,3,1,NA,1,NA,3,1,3,1,3,15,"35",30,20,0,4,3,2,NA,NA,11,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","North Central","Panhandle"
"62e082f5-379f-458d-46f5-2de05ad8c534","S3OK Wave 5 (Spring 2024)",1712377375,1712378167,62,0,NA,0,1,NA,74743,9,2,0,9,1,1,4,4,1,2,2,5,6,1,4,7,5,3,2,3,1,1,3,2,1,0,0,0,1,0,0,3,3,3,3,3,3,2,3,2,3,0,0,0,0,2,3,3,4,2,0,4,2,2,0,0,3,4,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",0,3,3,1,NA,0,0,1,0,0,NA,4,44,2,NA,NA,NA,"Not paying taxes right now",4,1,8,7,0,4,3,3,3,3,3,3,3,1,1,2,1,1,1,2,3,3,1,NA,1,NA,4,0,2,1,1,0,"0",50,0,50,4,1,2,2,NA,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","South East","Southeast"
"62f680de-31bf-23e6-fdb8-0a2ccf529b8c","S3OK Wave 5 (Spring 2024)",1712379753,1712384290,43,1,NA,0,1,NA,73115,43,2,0,43,2,3,3,3,2,2,4,3,2,3,4,6,7,1,5,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,3,3,3,3,3,3,3,3,4,3,0,0,0,1,3,3,3,3,3,0,3,3,3,0,1,3,3,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",2,2,5,3,"It's just hard for me to grasp everything ",0,0,0,0,0,NA,3,26,NA,NA,NA,NA,"I've never voted before so not sure about any of it ",4,1,8,8,1,3,3,3,3,1,1,1,3,3,3,3,3,4,1,3,3,3,3,NA,NA,3,6,0,1,1,1,0,"25",25,25,25,1,2,2,NA,6,NA,NA,1,1,1,1,2,2,"Outside Little River Watershed","Oklahoma City","Central"
"R2PH36418","S3OK Wave 5 (Spring 2024)",1712395769,1712465757,56,0,NA,0,1,NA,73034,26,1,1,26,2,4,4,2,5,4,4,4,1,2,7,6,3,4,5,3,3,4,3,3,2,0,1,1,1,0,1,3,4,4,3,4,3,4,3,4,2,0,0,0,0,4,4,4,3,3,0,3,5,5,1,1,3,4,1,3,0,1,0,1,0,0,0,0,0,"Work",3,4,4,0,0,0,0,0,NA,"word",1,4,3,5,NA,0,0,0,0,0,NA,5,9,0,NA,8,"No more taxes!!!!",NA,4,1,7,7,1,4,3,3,3,3,4,2,2,3,1,1,2,1,1,3,4,4,3,NA,NA,2,5,1,3,2,4,15,"20",20,25,20,6,2,1,NA,6,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Central"
"R_0la48LFkcwIoqwV","S3OK Wave 5 (Spring 2024)",1712411429,1712587275,38,0,NA,0,3,NA,74015,7,2,3,33,3,2,4,4,5,5,2,3,5,3,6,2,1,4,7,3,4,3,4,3,4,0,1,1,1,0,1,3,3,3,3,3,3,3,2,4,3,0,0,0,1,3,3,3,3,3,0,3,3,3,1,1,4,4,1,3,0,0,0,0,0,0,1,0,0,"Planning",2,4,4,0,0,0,0,0,NA,"percent",1,4,4,4,NA,0,0,0,0,0,NA,3,31,NA,NA,NA,NA,"Depends on what else is involved. Cuts made elsewhere or how the resources are used.",4,1,7,4,2,4,4,5,4,5,4,2,2,2,5,4,1,2,1,3,3,3,2,NA,2,NA,6,1,3,1,3,10,"60",10,5,15,6,3,2,NA,NA,14,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Tulsa","Middle Arkansas"
"R3OKNM2657","S3OK Wave 5 (Spring 2024)",1712411700,1712887467,70,1,NA,0,1,NA,73007,14,3,0,69,3,2,3,2,4,4,2,4,6,4,7,2,1,5,3,4,2,4,2,3,3,0,0,1,0,0,1,4,4,4,3,4,4,4,4,5,4,1,0,0,1,4,4,4,4,5,0,4,4,3,0,1,4,4,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,1,0,NA,"word",1,3,4,3,NA,0,0,0,0,0,NA,5,19,1,7,NA,NA,NA,4,1,10,10,1,3,3,3,3,4,4,4,4,4,2,3,2,3,1,2,4,3,1,NA,2,NA,2,1,3,1,4,25,"40",10,5,20,8,3,2,NA,NA,15,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Central"
"62d08688-96ed-6fc3-ba03-41ba5cd3ad63","S3OK Wave 5 (Spring 2024)",1712412391,1712414321,74,1,NA,0,1,NA,74501,25,2,0,25,3,2,2,2,4,4,4,5,7,5,4,3,6,2,1,5,4,4,2,3,2,0,0,1,1,0,0,3,3,4,3,2,2,3,2,4,2,1,0,1,1,4,2,4,2,3,0,4,3,2,0,0,4,3,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,NA,"percent",1,3,4,2,NA,0,0,1,0,0,NA,4,42,1,7,NA,NA,NA,4,1,9,4,1,4,3,3,4,4,4,4,3,2,2,1,2,2,1,3,2,1,1,NA,1,NA,3,1,2,1,2,40,"20",10,5,25,5,2,2,NA,7,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","South East","Eufaula"
"R3PANM43018","S3OK Wave 5 (Spring 2024)",1712415716,1712416949,65,0,NA,0,1,NA,74074,12,3,0,45,2,2,3,4,4,3,4,4,6,1,7,2,3,5,4,5,2,3,3,4,4,1,0,1,1,0,0,4,3,3,3,3,4,4,2,4,3,0,0,1,1,4,3,4,4,3,0,4,5,3,0,1,5,4,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,NA,"word",1,4,4,2,NA,0,1,0,0,0,NA,3,5,NA,NA,NA,NA,"I’m not sure if it’s relevant enough.",3,1,6,7,1,3,2,1,3,3,NA,3,3,2,1,1,1,1,1,3,3,3,1,NA,1,NA,2,0,2,1,4,20,"10",0,35,35,4,2,2,NA,7,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","North Central","Upper Arkansas"
"R2PH14807","S3OK Wave 5 (Spring 2024)",1712416507,1712417924,45,1,NA,0,1,NA,73020,6,3,2,41,3,2,2,1,4,4,5,4,2,5,1,6,4,7,3,5,5,5,5,5,3,0,1,1,1,0,1,3,3,3,3,3,3,4,4,4,4,0,0,0,1,3,3,3,3,4,0,3,3,2,0,1,3,5,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,NA,"word",0,3,4,3,NA,0,0,0,0,0,NA,4,51,0,NA,10,"Cut wasteful spending, then I'll talk about tax increases. As it stands now, I will vote against all tax increases no matter what.",NA,4,0,3,1,0,3,1,1,1,3,4,1,4,1,3,4,5,2,1,1,3,3,3,NA,NA,2,5,1,3,1,3,1,"9",30,10,50,4,3,2,NA,NA,13,NA,1,1,1,1,2,1,"Outside Little River Watershed","Oklahoma City","Central"
"R_1OTRG1Rbq3cVnPa","S3OK Wave 5 (Spring 2024)",1712417448,1712419098,43,1,NA,0,1,NA,73102,0,1,0,42,1,2,1,1,1,1,2,1,1,4,5,6,7,2,3,5,5,4,5,3,3,0,1,1,1,1,0,2,3,4,3,4,2,5,2,5,2,1,0,0,1,5,2,5,2,4,0,5,4,2,0,1,4,3,1,5,0,0,1,1,0,0,0,0,1,"Interest in weather in general",3,4,1,0,0,0,0,0,NA,"word",1,5,4,2,NA,0,0,1,0,0,NA,5,35,1,10,NA,NA,NA,4,1,8,8,1,3,3,2,3,5,NA,3,2,2,1,5,5,2,1,2,4,2,3,NA,NA,1,2,1,5,1,5,5,"70",10,5,10,8,3,1,NA,NA,11,NA,1,1,1,1,1,2,"Outside Little River Watershed","Oklahoma City","Central"
